"","id","prob","algo","N","O","repl","acc.test.mean","ber.test.mean","multiclass.gmean.test.mean","timetrain.test.mean","timepredict.test.mean","timeboth.test.mean","Q","C","M"
"11555",11555,"t_870_fri_c1_500_5","classif.JRip",5,1,1,0.843920768307323,0.1593266134027,0.837548170478458,0.1814,0.0692999999999998,0.2507,NA,NA,NA
"11556",11556,"t_870_fri_c1_500_5","classif.JRip",1,2,1,0.854,0.147511767620463,0.85062731617494,0.1783,0.0607999999999996,0.239099999999999,NA,NA,NA
"11557",11557,"t_870_fri_c1_500_5","classif.JRip",2,2,1,0.852101640656262,0.149883097980924,0.84732957501878,0.1674,0.0601,0.2275,NA,NA,NA
"11558",11558,"t_870_fri_c1_500_5","classif.JRip",3,2,1,0.828026410564226,0.173539111854329,0.825044632175477,0.1828,0.0622,0.245,NA,NA,NA
"11559",11559,"t_870_fri_c1_500_5","classif.JRip",4,2,1,0.84033693477391,0.162939737396259,0.832756757391613,0.1616,0.0733,0.2349,NA,NA,NA
"11560",11560,"t_870_fri_c1_500_5","classif.JRip",5,2,1,0.853988795518207,0.148850334448161,0.848999978874034,0.1559,0.0496,0.2055,NA,NA,NA
"11561",11561,"t_870_fri_c1_500_5","classif.JRip",1,3,1,0.850248899559824,0.150874055493621,0.847700303116629,0.1886,0.0616999999999997,0.2503,NA,NA,NA
"11562",11562,"t_870_fri_c1_500_5","classif.JRip",2,3,1,0.838054421768707,0.16454539824105,0.83073950051861,0.1923,0.0633999999999999,0.2557,NA,NA,NA
"11563",11563,"t_870_fri_c1_500_5","classif.JRip",3,3,1,0.860028011204482,0.141168091168091,0.855032891450749,0.1838,0.0622,0.246,NA,NA,NA
"11564",11564,"t_870_fri_c1_500_5","classif.JRip",4,3,1,0.828010404161665,0.173751238696891,0.823479915038615,0.1894,0.0591000000000001,0.2485,NA,NA,NA
"11565",11565,"t_870_fri_c1_500_5","classif.JRip",5,3,1,0.845806322529012,0.155815681902638,0.841590756921729,0.176,0.0665000000000002,0.2425,NA,NA,NA
"11566",11566,"t_870_fri_c1_500_5","classif.JRip",1,4,1,0.848100040016006,0.154413631859284,0.841999994850672,0.1976,0.0586000000000001,0.2562,NA,NA,NA
"11567",11567,"t_870_fri_c1_500_5","classif.JRip",2,4,1,0.841704681872749,0.160715502291589,0.83407751125118,0.1992,0.0633000000000003,0.2625,NA,NA,NA
"11568",11568,"t_870_fri_c1_500_5","classif.JRip",3,4,1,0.856044817927171,0.148769044964697,0.847407199027551,0.1641,0.0654999999999999,0.2296,NA,NA,NA
"11569",11569,"t_870_fri_c1_500_5","classif.JRip",4,4,1,0.849856742697079,0.152722036417689,0.844929499829474,0.1461,0.067,0.2131,NA,NA,NA
"11570",11570,"t_870_fri_c1_500_5","classif.JRip",5,4,1,0.860096838735494,0.14322355382138,0.854030694721829,0.1855,0.0711000000000002,0.2566,NA,NA,NA
"11571",11571,"t_870_fri_c1_500_5","classif.JRip",1,5,1,0.848168867547019,0.154772853957637,0.839694796556897,0.1908,0.0635000000000003,0.2543,NA,NA,NA
"11572",11572,"t_870_fri_c1_500_5","classif.JRip",2,5,1,0.845831932773109,0.156921218877741,0.840902484034644,0.1823,0.0663,0.2486,NA,NA,NA
"11573",11573,"t_870_fri_c1_500_5","classif.JRip",3,5,1,0.849881552621048,0.152411588009414,0.844640257065844,0.1848,0.0628,0.2476,NA,NA,NA
"11574",11574,"t_870_fri_c1_500_5","classif.JRip",4,5,1,0.863892757102841,0.13825095999009,0.859887791992216,0.1927,0.0694000000000002,0.2621,NA,NA,NA
"11575",11575,"t_870_fri_c1_500_5","classif.JRip",5,5,1,0.837958383353341,0.164226433791651,0.833678087882946,0.1746,0.0593999999999999,0.234,NA,NA,NA
"11576",11576,"t_870_fri_c1_500_5","classif.bayesNet",NA,NA,1,0.832280112044818,0.171293973739626,0.825192618207666,0.1576,0.0835999999999999,0.2412,"weka.classifiers.bayes.net.search.local.K2",NA,NA
"11577",11577,"t_870_fri_c1_500_5","classif.bayesNet",NA,NA,1,0.843815926370548,0.157847144803667,0.841151302998127,0.157,0.0760000000000003,0.233,"weka.classifiers.bayes.net.search.local.HillClimber",NA,NA
"11578",11578,"t_870_fri_c1_500_5","classif.bayesNet",NA,NA,1,0.841607042817127,0.160079121763904,0.836544451072741,0.1612,0.0712000000000001,0.2324,"weka.classifiers.bayes.net.search.local.LAGDHillClimber",NA,NA
"11579",11579,"t_870_fri_c1_500_5","classif.bayesNet",NA,NA,1,0.842015206082433,0.160213830050787,0.838351765700971,0.1458,0.0810000000000001,0.2268,"weka.classifiers.bayes.net.search.local.SimulatedAnnealing",NA,NA
"11580",11580,"t_870_fri_c1_500_5","classif.bayesNet",NA,NA,1,0.825690276110444,0.176865787191874,0.818530563946226,0.1833,0.0945,0.2778,"weka.classifiers.bayes.net.search.local.TabuSearch",NA,NA
"11581",11581,"t_870_fri_c1_500_5","classif.bayesNet",NA,NA,1,0.84784393757503,0.154698532144184,0.843825291293486,0.1758,0.0862000000000001,0.262,"weka.classifiers.bayes.net.search.local.TAN",NA,NA
"11582",11582,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.842013605442177,0.15942570915397,0.838532564562805,0.1637,0.0928999999999999,0.2566,NA,0.1,1
"11583",11583,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.852239295718287,0.148214728106032,0.849399928269273,0.1635,0.108,0.2715,NA,0.1,2
"11584",11584,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.848137655062025,0.154091570667658,0.844076103727137,0.1711,0.0961999999999998,0.2673,NA,0.1,4
"11585",11585,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.869690276110444,0.13098445435402,0.867197325229769,0.1631,0.1045,0.2676,NA,0.1,8
"11586",11586,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.847815926370548,0.154284342871299,0.842627101161774,0.1775,0.1026,0.2801,NA,0.1,16
"11587",11587,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.843964785914366,0.157055927164623,0.841599814212759,0.1925,0.1072,0.2997,NA,0.1,32
"11588",11588,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.853951180472189,0.146425585284281,0.851705177436256,0.1661,0.0977999999999998,0.2639,NA,0.1,64
"11589",11589,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.862126450580232,0.139176885916016,0.860077907953235,0.1913,0.0938999999999999,0.2852,NA,0.15,1
"11590",11590,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.880095238095238,0.120635916016351,0.878578744008484,0.1655,0.0919999999999998,0.2575,NA,0.15,2
"11591",11591,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.855855142056823,0.146716679053636,0.852162024576195,0.1739,0.115,0.2889,NA,0.15,4
"11592",11592,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.865990396158463,0.135222346091911,0.863138225396514,0.1586,0.1045,0.2631,NA,0.15,8
"11593",11593,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.832148859543818,0.170559271646228,0.824947852116014,0.1821,0.0902999999999999,0.2724,NA,0.15,16
"11594",11594,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.840079231692677,0.162065681902638,0.834538890798354,0.1683,0.1004,0.2687,NA,0.15,32
"11595",11595,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.850056022408964,0.150802830422396,0.847868023789039,0.1508,0.085,0.2358,NA,0.15,64
"11596",11596,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.832252100840336,0.170117211693299,0.82726443251508,0.16,0.0639000000000001,0.2239,NA,0.2,1
"11597",11597,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.851861544617847,0.150297287253809,0.847122573797986,0.1823,0.0808999999999999,0.2632,NA,0.2,2
"11598",11598,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.850013605442177,0.151518177876874,0.846263380431624,0.183800000000001,0.1119,0.2957,NA,0.2,4
"11599",11599,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.836116846738695,0.165198036665428,0.832629645004158,0.1507,0.0984999999999999,0.2492,NA,0.2,8
"11600",11600,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.844079231692677,0.156965347454478,0.841266509734101,0.1659,0.1021,0.268,NA,0.2,16
"11601",11601,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.850007202881153,0.150682831661093,0.848580932236778,0.167,0.1003,0.2673,NA,0.2,32
"11602",11602,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.859988795518207,0.142118016846278,0.856254855718872,0.1354,0.0955,0.2309,NA,0.2,64
"11603",11603,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.871789515806322,0.130946519261737,0.866420569377232,0.1826,0.1037,0.2863,NA,0.25,1
"11604",11604,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.858258503401361,0.142920847268673,0.853880558421757,0.1848,0.1129,0.2977,NA,0.25,2
"11605",11605,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.831972789115646,0.16996469713861,0.828361867390546,0.1789,0.1085,0.2874,NA,0.25,4
"11606",11606,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.867974389755902,0.132533599653165,0.866707245167693,0.1647,0.1007,0.2654,NA,0.25,8
"11607",11607,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.837881552621048,0.163815341260993,0.834803824494981,0.178,0.1072,0.2852,NA,0.25,16
"11608",11608,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.86809843937575,0.132655146785582,0.86476040770406,0.183,0.0893000000000001,0.2723,NA,0.25,32
"11609",11609,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.86399199679872,0.137022327511458,0.861316677057551,0.1827,0.1054,0.2881,NA,0.25,64
"11610",11610,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.847775110044018,0.153424996903258,0.845356368445484,0.1868,0.1007,0.2875,NA,0.3,1
"11611",11611,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.864258503401361,0.136750588381023,0.862452899967145,0.182,0.1033,0.2853,NA,0.3,2
"11612",11612,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.838172068827531,0.163383345720302,0.835222005297895,0.172,0.1048,0.2768,NA,0.3,4
"11613",11613,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.872498599439776,0.127590424873034,0.87160027260263,0.1786,0.1018,0.2804,NA,0.3,8
"11614",11614,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.843975990396158,0.15780998389694,0.840313572259199,0.1767,0.0935000000000001,0.2702,NA,0.3,16
"11615",11615,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.849575830332133,0.153652607456955,0.843872311040094,0.1859,0.0942000000000001,0.2801,NA,0.3,32
"11616",11616,"t_870_fri_c1_500_5","classif.J48",NA,NA,1,0.865732693077231,0.135957048185309,0.862643891399134,0.1851,0.0997000000000002,0.2848,NA,0.3,64
"11617",11617,"t_871_pollen","classif.JRip",1,1,1,0.488824369714914,0.511092670552677,0.484418212876204,0.3108,0.0685000000000002,0.3793,NA,NA,NA
"11618",11618,"t_871_pollen","classif.JRip",2,1,1,0.486484026282439,0.513487694300518,0.46024887145702,0.3278,0.0709999999999997,0.3988,NA,NA,NA
"11619",11619,"t_871_pollen","classif.JRip",3,1,1,0.495572899143171,0.504392001295337,0.493642425302576,0.3247,0.0661,0.3908,NA,NA,NA
"11620",11620,"t_871_pollen","classif.JRip",4,1,1,0.493260873679429,0.50660621761658,0.449079210200753,0.3286,0.0603000000000003,0.3889,NA,NA,NA
"11621",11621,"t_871_pollen","classif.JRip",5,1,1,0.494815908670345,0.505066655872193,0.462131849359761,0.2997,0.0573000000000002,0.357,NA,NA,NA
"11622",11622,"t_871_pollen","classif.JRip",1,2,1,0.503639763194491,0.496312338082902,0.498518504807574,0.2879,0.0599,0.3478,NA,NA,NA
"11623",11623,"t_871_pollen","classif.JRip",2,2,1,0.492996465160487,0.50693679835924,0.413483803121846,0.2947,0.0729999999999996,0.3677,NA,NA,NA
"11624",11624,"t_871_pollen","classif.JRip",3,2,1,0.487279452790301,0.512846772452504,0.475172438613403,0.3363,0.0683000000000001,0.4046,NA,NA,NA
"11625",11625,"t_871_pollen","classif.JRip",4,2,1,0.494544778138528,0.505293339810017,0.432088689423125,0.282799999999999,0.0631000000000001,0.3459,NA,NA,NA
"11626",11626,"t_871_pollen","classif.JRip",5,2,1,0.50233969856784,0.497596880397237,0.493716285494258,0.3077,0.0682,0.3759,NA,NA,NA
"11627",11627,"t_871_pollen","classif.JRip",1,3,1,0.495085160683444,0.504931724956822,0.485404444916332,0.3156,0.0597999999999998,0.3754,NA,NA,NA
"11628",11628,"t_871_pollen","classif.JRip",2,3,1,0.494517742889666,0.5053958873057,0.486416679916607,0.3061,0.0608000000000001,0.3669,NA,NA,NA
"11629",11629,"t_871_pollen","classif.JRip",3,3,1,0.491948051948052,0.50796497193437,0.478285349872006,0.313,0.0608000000000001,0.3738,NA,NA,NA
"11630",11630,"t_871_pollen","classif.JRip",4,3,1,0.487273999478501,0.512759067357513,0.47069534863328,0.3013,0.0582999999999998,0.3596,NA,NA,NA
"11631",11631,"t_871_pollen","classif.JRip",5,3,1,0.513257617813965,0.486763277202073,0.510538947537592,0.2725,0.0621,0.3346,NA,NA,NA
"11632",11632,"t_871_pollen","classif.JRip",1,4,1,0.510108340763295,0.489876133419689,0.503777494501886,0.3238,0.0599000000000001,0.3837,NA,NA,NA
"11633",11633,"t_871_pollen","classif.JRip",2,4,1,0.498424052469551,0.501473445595855,0.483580314814388,0.2781,0.0638,0.3419,NA,NA,NA
"11634",11634,"t_871_pollen","classif.JRip",3,4,1,0.497640072308952,0.50233295552677,0.480005119860439,0.2747,0.0639,0.3386,NA,NA,NA
"11635",11635,"t_871_pollen","classif.JRip",4,4,1,0.505189414967589,0.494717454663212,0.493134759812681,0.2724,0.0543,0.3267,NA,NA,NA
"11636",11636,"t_871_pollen","classif.JRip",5,4,1,0.50363906575937,0.496064065198618,0.413191424922275,0.3173,0.0592000000000001,0.3765,NA,NA,NA
"11637",11637,"t_871_pollen","classif.JRip",1,5,1,0.507796956659489,0.492172657599309,0.485961485064436,0.3199,0.0631999999999998,0.3831,NA,NA,NA
"11638",11638,"t_871_pollen","classif.JRip",2,5,1,0.502077245670996,0.497876187392055,0.500342638342907,0.3063,0.0660000000000001,0.3723,NA,NA,NA
"11639",11639,"t_871_pollen","classif.JRip",3,5,1,0.504143668831169,0.495697053108808,0.476780568004491,0.2692,0.0655,0.3347,NA,NA,NA
"11640",11640,"t_871_pollen","classif.JRip",4,5,1,0.506781645330059,0.493202180483592,0.441967626428965,0.3121,0.0627999999999999,0.3749,NA,NA,NA
"11641",11641,"t_871_pollen","classif.JRip",5,5,1,0.50804321083709,0.491815090673575,0.47936057819728,0.2876,0.0582999999999995,0.3459,NA,NA,NA
"11642",11642,"t_871_pollen","classif.bayesNet",NA,NA,1,0.499480519480519,0.5,0,0.2066,0.0876000000000003,0.2942,"weka.classifiers.bayes.net.search.local.K2",NA,NA
"11643",11643,"t_871_pollen","classif.bayesNet",NA,NA,1,0.499220779220779,0.5,0,0.2133,0.0938999999999999,0.3072,"weka.classifiers.bayes.net.search.local.HillClimber",NA,NA
"11644",11644,"t_871_pollen","classif.bayesNet",NA,NA,1,0.499220779220779,0.5,0,0.2035,0.0844,0.2879,"weka.classifiers.bayes.net.search.local.LAGDHillClimber",NA,NA
"11645",11645,"t_871_pollen","classif.bayesNet",NA,NA,1,0.499480519480519,0.5,0,0.1975,0.0753,0.2728,"weka.classifiers.bayes.net.search.local.SimulatedAnnealing",NA,NA
"11646",11646,"t_871_pollen","classif.bayesNet",NA,NA,1,0.499220779220779,0.5,0,0.1792,0.0851999999999999,0.2644,"weka.classifiers.bayes.net.search.local.TabuSearch",NA,NA
"11647",11647,"t_871_pollen","classif.bayesNet",NA,NA,1,0.499220779220779,0.5,0,0.1969,0.0859999999999999,0.2829,"weka.classifiers.bayes.net.search.local.TAN",NA,NA
"11648",11648,"t_871_pollen","classif.J48",NA,NA,1,0.499220779220779,0.5,0,0.1816,0.0820000000000001,0.2636,NA,0.1,1
"11649",11649,"t_871_pollen","classif.J48",NA,NA,1,0.499480519480519,0.5,0,0.164,0.0792000000000001,0.2432,NA,0.1,2
"11650",11650,"t_871_pollen","classif.J48",NA,NA,1,0.499480519480519,0.5,0,0.1573,0.0836,0.2409,NA,0.1,4
"11651",11651,"t_871_pollen","classif.J48",NA,NA,1,0.499480519480519,0.5,0,0.1568,0.0825000000000001,0.2393,NA,0.1,8
"11652",11652,"t_871_pollen","classif.J48",NA,NA,1,0.49974025974026,0.5,0,0.1618,0.0908000000000001,0.2526,NA,0.1,16
"11653",11653,"t_871_pollen","classif.J48",NA,NA,1,0.498961038961039,0.5,0,0.1582,0.08,0.2382,NA,0.1,32
"11654",11654,"t_871_pollen","classif.J48",NA,NA,1,0.498699269480519,0.50078125,0.0157976571751074,0.1647,0.0809000000000003,0.2456,NA,0.1,64
"11655",11655,"t_871_pollen","classif.J48",NA,NA,1,0.499480519480519,0.5,0,0.1592,0.0798,0.239,NA,0.15,1
"11656",11656,"t_871_pollen","classif.J48",NA,NA,1,0.499480519480519,0.5,0,0.1525,0.0731000000000002,0.2256,NA,0.15,2
"11657",11657,"t_871_pollen","classif.J48",NA,NA,1,0.499480519480519,0.5,0,0.1577,0.0895000000000001,0.2472,NA,0.15,4
"11658",11658,"t_871_pollen","classif.J48",NA,NA,1,0.4981838368885,0.501546308290155,0.0330190274931197,0.1628,0.0836,0.2464,NA,0.15,8
"11659",11659,"t_871_pollen","classif.J48",NA,NA,1,0.498701298701299,0.501030872193437,0.0141314456001348,0.1433,0.0768000000000002,0.2201,NA,0.15,16
"11660",11660,"t_871_pollen","classif.J48",NA,NA,1,0.499480519480519,0.5,0,0.1693,0.0819999999999999,0.2513,NA,0.15,32
"11661",11661,"t_871_pollen","classif.J48",NA,NA,1,0.498961038961039,0.5,0,0.159,0.0852,0.2442,NA,0.15,64
"11662",11662,"t_871_pollen","classif.J48",NA,NA,1,0.498701298701299,0.500769106217617,0.017260575342088,0.1667,0.0816999999999999,0.2484,NA,0.2,1
"11663",11663,"t_871_pollen","classif.J48",NA,NA,1,0.498180465367965,0.501308829879102,0.0343978547091456,0.1665,0.077,0.2435,NA,0.2,2
"11664",11664,"t_871_pollen","classif.J48",NA,NA,1,0.499220779220779,0.500259067357513,0,0.1561,0.0720000000000004,0.228100000000001,NA,0.2,4
"11665",11665,"t_871_pollen","classif.J48",NA,NA,1,0.498441558441558,0.500787996545769,0.0157566774506317,0.1669,0.0804,0.2473,NA,0.2,8
"11666",11666,"t_871_pollen","classif.J48",NA,NA,1,0.498959686147186,0.500520833333333,0.0173054663810793,0.1529,0.0856,0.2385,NA,0.2,16
"11667",11667,"t_871_pollen","classif.J48",NA,NA,1,0.49974025974026,0.5,0,0.1568,0.0797000000000001,0.2365,NA,0.2,32
"11668",11668,"t_871_pollen","classif.J48",NA,NA,1,0.499219426406926,0.500520833333333,0.010099333036284,0.1482,0.0687,0.2169,NA,0.2,64
"11669",11669,"t_871_pollen","classif.J48",NA,NA,1,0.499222125025234,0.500518134715026,0.0172625194289717,0.1497,0.077,0.2267,NA,0.25,1
"11670",11670,"t_871_pollen","classif.J48",NA,NA,1,0.499220779220779,0.5,0,0.1641,0.0932000000000002,0.2573,NA,0.25,2
"11671",11671,"t_871_pollen","classif.J48",NA,NA,1,0.498701298701299,0.500518134715026,0,0.1305,0.0699,0.2004,NA,0.25,4
"11672",11672,"t_871_pollen","classif.J48",NA,NA,1,0.499220779220779,0.5,0,0.1588,0.0896999999999999,0.2485,NA,0.25,8
"11673",11673,"t_871_pollen","classif.J48",NA,NA,1,0.499480519480519,0.5,0,0.1725,0.0831,0.2556,NA,0.25,16
"11674",11674,"t_871_pollen","classif.J48",NA,NA,1,0.499480519480519,0.5,0,0.1722,0.0947000000000001,0.2669,NA,0.25,32
"11675",11675,"t_871_pollen","classif.J48",NA,NA,1,0.498961038961039,0.5,0,0.1637,0.0813,0.245,NA,0.25,64
"11676",11676,"t_871_pollen","classif.J48",NA,NA,1,0.498441558441558,0.501047063903282,0.0344050684399644,0.1652,0.0837000000000001,0.2489,NA,0.3,1
"11677",11677,"t_871_pollen","classif.J48",NA,NA,1,0.499220779220779,0.5,0,0.1569,0.0824000000000003,0.2393,NA,0.3,2
"11678",11678,"t_871_pollen","classif.J48",NA,NA,1,0.499220779220779,0.5,0,0.1579,0.0760000000000002,0.2339,NA,0.3,4
"11679",11679,"t_871_pollen","classif.J48",NA,NA,1,0.498438176406926,0.501302083333333,0.0157115657593733,0.1537,0.0766000000000002,0.2303,NA,0.3,8
"11680",11680,"t_871_pollen","classif.J48",NA,NA,1,0.499480519480519,0.5,0,0.1638,0.0809000000000001,0.2447,NA,0.3,16
"11681",11681,"t_871_pollen","classif.J48",NA,NA,1,0.499480519480519,0.5,0,0.162,0.0738000000000001,0.2358,NA,0.3,32
"11682",11682,"t_871_pollen","classif.J48",NA,NA,1,0.499220779220779,0.5,0,0.156,0.0759999999999998,0.232,NA,0.3,64
"11683",11683,"t_872_boston","classif.JRip",1,1,1,0.855755102040816,0.151949917898194,0.845516865277983,0.2008,0.0879000000000002,0.2887,NA,NA,NA
"11684",11684,"t_872_boston","classif.JRip",2,1,1,0.867529411764706,0.138362068965517,0.85934252457874,0.2143,0.0789999999999998,0.2933,NA,NA,NA
"11685",11685,"t_872_boston","classif.JRip",3,1,1,0.847907162865146,0.157307060755337,0.841396817764476,0.2074,0.0849,0.2923,NA,NA,NA
"11686",11686,"t_872_boston","classif.JRip",4,1,1,0.873529411764706,0.132606732348112,0.864912582832569,0.2066,0.0710999999999999,0.2777,NA,NA,NA
"11687",11687,"t_872_boston","classif.JRip",5,1,1,0.832,0.174626436781609,0.820621174924728,0.1993,0.0847,0.284,NA,NA,NA
"11688",11688,"t_872_boston","classif.JRip",1,2,1,0.865764705882353,0.139688013136289,0.858169390235584,0.2279,0.0985999999999999,0.3265,NA,NA,NA
"11689",11689,"t_872_boston","classif.JRip",2,2,1,0.866075230092037,0.140821018062397,0.857232005973469,0.2224,0.0864000000000002,0.3088,NA,NA,NA
"11690",11690,"t_872_boston","classif.JRip",3,2,1,0.849513405362145,0.159330870279146,0.836617325307634,0.2296,0.0985999999999998,0.3282,NA,NA,NA
"11691",11691,"t_872_boston","classif.JRip",4,2,1,0.859921568627451,0.149811165845649,0.846726128678284,0.2382,0.0826999999999997,0.3209,NA,NA,NA
"11692",11692,"t_872_boston","classif.JRip",5,2,1,0.861756702681072,0.141650246305419,0.856015164346032,0.2265,0.0953999999999998,0.3219,NA,NA,NA
"11693",11693,"t_872_boston","classif.JRip",1,3,1,0.883176470588235,0.124326765188834,0.87403231229241,0.2248,0.0809000000000002,0.3057,NA,NA,NA
"11694",11694,"t_872_boston","classif.JRip",2,3,1,0.871397358943577,0.135045155993432,0.860614615168035,0.2277,0.0968000000000001,0.3245,NA,NA,NA
"11695",11695,"t_872_boston","classif.JRip",3,3,1,0.851647058823529,0.158908045977011,0.836153908136227,0.2274,0.0781000000000002,0.3055,NA,NA,NA
"11696",11696,"t_872_boston","classif.JRip",4,3,1,0.841882352941177,0.159798850574713,0.837287971595192,0.2272,0.0934,0.3206,NA,NA,NA
"11697",11697,"t_872_boston","classif.JRip",5,3,1,0.848078431372549,0.163497536945813,0.830652823265229,0.2256,0.0862000000000001,0.3118,NA,NA,NA
"11698",11698,"t_872_boston","classif.JRip",1,4,1,0.853315726290516,0.152647783251232,0.845754183786495,0.2169,0.0793999999999997,0.296299999999999,NA,NA,NA
"11699",11699,"t_872_boston","classif.JRip",2,4,1,0.863921568627451,0.143559113300493,0.852345377205957,0.2144,0.0936999999999999,0.3081,NA,NA,NA
"11700",11700,"t_872_boston","classif.JRip",3,4,1,0.857647058823529,0.147898193760263,0.849873089934117,0.2254,0.0918000000000001,0.3172,NA,NA,NA
"11701",11701,"t_872_boston","classif.JRip",4,4,1,0.853921568627451,0.150870279146141,0.847935285921502,0.1892,0.0795000000000002,0.2687,NA,NA,NA
"11702",11702,"t_872_boston","classif.JRip",5,4,1,0.855686274509804,0.150287356321839,0.845795775240301,0.2383,0.0800999999999999,0.3184,NA,NA,NA
"11703",11703,"t_872_boston","classif.JRip",1,5,1,0.831960784313725,0.177118226600985,0.817814166358777,0.2291,0.0733000000000001,0.3024,NA,NA,NA
"11704",11704,"t_872_boston","classif.JRip",2,5,1,0.857551020408163,0.144675697865353,0.853764127650025,0.2352,0.0720000000000001,0.3072,NA,NA,NA
"11705",11705,"t_872_boston","classif.JRip",3,5,1,0.865647058823529,0.144987684729064,0.852081815582939,0.2103,0.0902999999999998,0.3006,NA,NA,NA
"11706",11706,"t_872_boston","classif.JRip",4,5,1,0.847954381752701,0.157770935960591,0.840358365115571,0.2344,0.0875999999999999,0.322,NA,NA,NA
"11707",11707,"t_872_boston","classif.JRip",5,5,1,0.86356862745098,0.144983579638752,0.851648475899275,0.2203,0.0853000000000001,0.3056,NA,NA,NA
"11708",11708,"t_872_boston","classif.bayesNet",NA,NA,1,0.794627450980392,0.204010673234811,0.794938801032895,0.1989,0.1269,0.3258,"weka.classifiers.bayes.net.search.local.K2",NA,NA
"11709",11709,"t_872_boston","classif.bayesNet",NA,NA,1,0.798627450980392,0.198649425287356,0.799622920441195,0.2086,0.1294,0.338,"weka.classifiers.bayes.net.search.local.HillClimber",NA,NA
"11710",11710,"t_872_boston","classif.bayesNet",NA,NA,1,0.790823529411765,0.206457307060755,0.790847253249272,0.146,0.0913,0.2373,"weka.classifiers.bayes.net.search.local.LAGDHillClimber",NA,NA
"11711",11711,"t_872_boston","classif.bayesNet",NA,NA,1,0.79041056422569,0.20745894909688,0.791264818140231,0.1935,0.1122,0.3057,"weka.classifiers.bayes.net.search.local.SimulatedAnnealing",NA,NA
"11712",11712,"t_872_boston","classif.bayesNet",NA,NA,1,0.798214485794318,0.198764367816092,0.798591392899624,0.1924,0.1091,0.3015,"weka.classifiers.bayes.net.search.local.TabuSearch",NA,NA
"11713",11713,"t_872_boston","classif.bayesNet",NA,NA,1,0.798392156862745,0.198353858784893,0.799916918439688,0.2056,0.1048,0.3104,"weka.classifiers.bayes.net.search.local.TAN",NA,NA
"11714",11714,"t_872_boston","classif.J48",NA,NA,1,0.849607843137255,0.158493431855501,0.838284395399464,0.202,0.1409,0.3429,NA,0.1,1
"11715",11715,"t_872_boston","classif.J48",NA,NA,1,0.841764705882353,0.165636288998358,0.831833879074135,0.183,0.1161,0.2991,NA,0.1,2
"11716",11716,"t_872_boston","classif.J48",NA,NA,1,0.834,0.176999178981938,0.819184000007605,0.2196,0.11,0.3296,NA,0.1,4
"11717",11717,"t_872_boston","classif.J48",NA,NA,1,0.845990396158463,0.165110837438424,0.831030732861702,0.1888,0.1141,0.3029,NA,0.1,8
"11718",11718,"t_872_boston","classif.J48",NA,NA,1,0.851764705882353,0.157959770114943,0.838105293386771,0.1992,0.1085,0.3077,NA,0.1,16
"11719",11719,"t_872_boston","classif.J48",NA,NA,1,0.843871148459384,0.162770935960591,0.83560205148675,0.1892,0.1053,0.2945,NA,0.1,32
"11720",11720,"t_872_boston","classif.J48",NA,NA,1,0.843725490196078,0.167171592775041,0.828521542049461,0.2042,0.1188,0.323,NA,0.1,64
"11721",11721,"t_872_boston","classif.J48",NA,NA,1,0.858039215686275,0.152840722495895,0.841141231601306,0.1679,0.1002,0.2681,NA,0.15,1
"11722",11722,"t_872_boston","classif.J48",NA,NA,1,0.867843137254902,0.138912151067323,0.857121646189034,0.1617,0.1181,0.2798,NA,0.15,2
