"","id","prob","algo","N","O","repl","acc.test.mean","ber.test.mean","multiclass.gmean.test.mean","timetrain.test.mean","timepredict.test.mean","timeboth.test.mean","Q","C","M"
"5444",5444,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.967999144672532,0.0327777777777778,0.979874337766505,0.1836,0.1334,0.317,NA,0.1,1
"5445",5445,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.967731287529675,0.0327777777777778,0.979872251596757,0.163,0.108,0.271,NA,0.1,2
"5446",5446,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.967923387096774,0.0327777777777778,0.979910351834846,0.1562,0.105,0.2612,NA,0.1,4
"5447",5447,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.967728494623656,0.0337037037037037,0.979335545162195,0.1358,0.0839,0.2197,NA,0.1,8
"5448",5448,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.964610215053763,0.0364814814814815,0.977330859353408,0.1498,0.111,0.2608,NA,0.1,16
"5449",5449,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.9643810252132,0.0355555555555556,0.977866772009412,0.1734,0.1144,0.2878,NA,0.1,32
"5450",5450,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.971370967741935,0.03,0.981285027498278,0.1639,0.1138,0.2777,NA,0.1,64
"5451",5451,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.970833333333333,0.03,0.981572343182125,0.1804,0.1066,0.287,NA,0.15,1
"5452",5452,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.967786098310292,0.0327777777777778,0.97987394236606,0.1655,0.103,0.2685,NA,0.15,2
"5453",5453,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.967614247311828,0.0327777777777778,0.979842834382549,0.1716,0.1019,0.2735,NA,0.15,4
"5454",5454,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.96850309266188,0.0327777777777778,0.979898884472153,0.1719,0.1139,0.2858,NA,0.15,8
"5455",5455,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.967693502039303,0.0327777777777778,0.979839916560837,0.1833,0.0987000000000001,0.282,NA,0.15,16
"5456",5456,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.967513440860215,0.0327777777777778,0.979830211663069,0.171,0.1191,0.2901,NA,0.15,32
"5457",5457,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.968440860215054,0.0327777777777778,0.979909739050853,0.1765,0.1005,0.277,NA,0.15,64
"5458",5458,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.968037634408602,0.0327777777777778,0.979918419470784,0.1691,0.0999000000000004,0.269,NA,0.2,1
"5459",5459,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.968099951124145,0.0327777777777778,0.979600307635428,0.1867,0.1179,0.3046,NA,0.2,2
"5460",5460,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.971019236140204,0.03,0.981570212778502,0.1838,0.0806,0.2644,NA,0.2,4
"5461",5461,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.967620967741936,0.0327777777777778,0.979862593623157,0.1782,0.1061,0.2843,NA,0.2,8
"5462",5462,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.962075917686318,0.0372222222222222,0.976382084882663,0.1641,0.1115,0.2756,NA,0.2,16
"5463",5463,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.970946885428254,0.03,0.981545119541903,0.1545,0.0982,0.2527,NA,0.2,32
"5464",5464,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.968239247311828,0.0327777777777778,0.97993962810135,0.183,0.1185,0.3015,NA,0.2,64
"5465",5465,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.971438698722486,0.03,0.981598365924041,0.165,0.1048,0.2698,NA,0.25,1
"5466",5466,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.967915971449759,0.0327777777777778,0.979855714716888,0.1668,0.0921999999999998,0.259,NA,0.25,2
"5467",5467,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.964130283648498,0.0355555555555556,0.977838552852283,0.1634,0.1179,0.2813,NA,0.25,4
"5468",5468,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.967943548387097,0.0337037037037037,0.979354711686699,0.1868,0.1064,0.2932,NA,0.25,8
"5469",5469,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.967728494623656,0.0327777777777778,0.979649775558323,0.1794,0.1101,0.2895,NA,0.25,16
"5470",5470,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.968030913978495,0.0322222222222222,0.980076271771856,0.1787,0.1129,0.2916,NA,0.25,32
"5471",5471,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.964669308490916,0.0355555555555556,0.977939560093046,0.1568,0.0935,0.2503,NA,0.25,64
"5472",5472,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.968030913978495,0.0327777777777778,0.979594694140071,0.19,0.1067,0.2967,NA,0.3,1
"5473",5473,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.971364247311828,0.03,0.981569148489405,0.1834,0.101,0.2844,NA,0.3,2
"5474",5474,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.968245967741935,0.0322222222222222,0.979796607931718,0.1635,0.1028,0.2663,NA,0.3,4
"5475",5475,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.965215053763441,0.0355555555555556,0.977990183447257,0.154,0.0976,0.2516,NA,0.3,8
"5476",5476,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.964050333704116,0.0355555555555556,0.977876317876545,0.1478,0.0990999999999998,0.2469,NA,0.3,16
"5477",5477,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.961134362254357,0.0383333333333333,0.975930603634753,0.1659,0.1081,0.274,NA,0.3,32
"5478",5478,"t_694_diggle_table_a2","classif.J48",NA,NA,1,0.967836021505376,0.0327777777777778,0.979607956587688,0.1688,0.0989000000000002,0.2677,NA,0.3,64
"5479",5479,"t_714_fruitfly","classif.JRip",1,1,1,0.553205128205128,0.520178571428571,0.244074255774573,0.1303,0.0621000000000001,0.1924,NA,NA,NA
"5480",5480,"t_714_fruitfly","classif.JRip",2,1,1,0.568589743589744,0.518035714285714,0.157265038995354,0.1098,0.0711,0.1809,NA,NA,NA
"5481",5481,"t_714_fruitfly","classif.JRip",3,1,1,0.529020979020979,0.553928571428571,0.0740851725214016,0.1304,0.065,0.1954,NA,NA,NA
"5482",5482,"t_714_fruitfly","classif.JRip",4,1,1,0.575641025641026,0.510178571428571,0.160558633390433,0.1284,0.0702000000000002,0.1986,NA,NA,NA
"5483",5483,"t_714_fruitfly","classif.JRip",5,1,1,0.558333333333333,0.51625,0.198355494605472,0.1059,0.0633,0.1692,NA,NA,NA
"5484",5484,"t_714_fruitfly","classif.JRip",1,2,1,0.568589743589744,0.521785714285714,0.108507125419577,0.1292,0.069,0.1982,NA,NA,NA
"5485",5485,"t_714_fruitfly","classif.JRip",2,2,1,0.617307692307692,0.463392857142857,0.248252936464672,0.1275,0.0830000000000001,0.2105,NA,NA,NA
"5486",5486,"t_714_fruitfly","classif.JRip",3,2,1,0.546153846153846,0.514642857142857,0.285449093026391,0.1245,0.0692,0.1937,NA,NA,NA
"5487",5487,"t_714_fruitfly","classif.JRip",4,2,1,0.50955710955711,0.558928571428571,0.213681013778016,0.1135,0.0665999999999999,0.1801,NA,NA,NA
"5488",5488,"t_714_fruitfly","classif.JRip",5,2,1,0.550641025641026,0.525357142857143,0.132807867121083,0.1366,0.0684000000000003,0.205,NA,NA,NA
"5489",5489,"t_714_fruitfly","classif.JRip",1,3,1,0.569230769230769,0.509464285714286,0.218477760429484,0.1203,0.0682,0.1885,NA,NA,NA
"5490",5490,"t_714_fruitfly","classif.JRip",2,3,1,0.53525641025641,0.546071428571429,0.118056000491241,0.1257,0.0672,0.1929,NA,NA,NA
"5491",5491,"t_714_fruitfly","classif.JRip",3,3,1,0.582051282051282,0.501071428571429,0.172436873175376,0.1304,0.0593000000000001,0.1897,NA,NA,NA
"5492",5492,"t_714_fruitfly","classif.JRip",4,3,1,0.582051282051282,0.509285714285714,0.131275720426695,0.1242,0.0634000000000001,0.1876,NA,NA,NA
"5493",5493,"t_714_fruitfly","classif.JRip",5,3,1,0.575,0.514642857142857,0.107966912753363,0.1322,0.0592999999999998,0.1915,NA,NA,NA
"5494",5494,"t_714_fruitfly","classif.JRip",1,4,1,0.529662004662005,0.547321428571429,0.171737099677468,0.1268,0.0699,0.1967,NA,NA,NA
"5495",5495,"t_714_fruitfly","classif.JRip",2,4,1,0.568589743589744,0.518928571428571,0.127529226671078,0.125,0.0661000000000001,0.1911,NA,NA,NA
"5496",5496,"t_714_fruitfly","classif.JRip",3,4,1,0.598717948717949,0.482678571428571,0.265639225676771,0.1431,0.0705000000000002,0.2136,NA,NA,NA
"5497",5497,"t_714_fruitfly","classif.JRip",4,4,1,0.537354312354312,0.543928571428571,0.163584960034685,0.1105,0.0622999999999998,0.1728,NA,NA,NA
"5498",5498,"t_714_fruitfly","classif.JRip",5,4,1,0.583974358974359,0.516785714285714,0.0377964473009227,0.1169,0.0655999999999999,0.1825,NA,NA,NA
"5499",5499,"t_714_fruitfly","classif.JRip",1,5,1,0.551923076923077,0.525714285714286,0.221906849965119,0.1211,0.0689,0.19,NA,NA,NA
"5500",5500,"t_714_fruitfly","classif.JRip",2,5,1,0.551923076923077,0.5375,0.0353553390593274,0.1192,0.0768000000000002,0.196,NA,NA,NA
"5501",5501,"t_714_fruitfly","classif.JRip",3,5,1,0.551923076923077,0.530535714285714,0.121909699936027,0.1184,0.0669,0.1853,NA,NA,NA
"5502",5502,"t_714_fruitfly","classif.JRip",4,5,1,0.599358974358974,0.485,0.209534024640874,0.1175,0.0617999999999997,0.1793,NA,NA,NA
"5503",5503,"t_714_fruitfly","classif.JRip",5,5,1,0.567307692307692,0.516071428571429,0.130846652660533,0.1184,0.0621,0.1805,NA,NA,NA
"5504",5504,"t_714_fruitfly","classif.bayesNet",NA,NA,1,0.559615384615385,0.540178571428571,0,0.121,0.0765000000000002,0.1975,"weka.classifiers.bayes.net.search.local.K2",NA,NA
"5505",5505,"t_714_fruitfly","classif.bayesNet",NA,NA,1,0.5745337995338,0.528571428571429,0,0.1136,0.0736000000000002,0.1872,"weka.classifiers.bayes.net.search.local.HillClimber",NA,NA
"5506",5506,"t_714_fruitfly","classif.bayesNet",NA,NA,1,0.554020979020979,0.54,0.0353553390593274,0.1207,0.0728999999999997,0.1936,"weka.classifiers.bayes.net.search.local.LAGDHillClimber",NA,NA
"5507",5507,"t_714_fruitfly","classif.bayesNet",NA,NA,1,0.607692307692308,0.5,0,0.1214,0.0806000000000001,0.202,"weka.classifiers.bayes.net.search.local.SimulatedAnnealing",NA,NA
"5508",5508,"t_714_fruitfly","classif.bayesNet",NA,NA,1,0.607692307692308,0.5,0,0.119,0.078,0.197,"weka.classifiers.bayes.net.search.local.TabuSearch",NA,NA
"5509",5509,"t_714_fruitfly","classif.bayesNet",NA,NA,1,0.584615384615385,0.515,0.0316227766016838,0.1232,0.0864999999999998,0.2097,"weka.classifiers.bayes.net.search.local.TAN",NA,NA
"5510",5510,"t_714_fruitfly","classif.J48",NA,NA,1,0.582750582750583,0.510178571428571,0.124350808177622,0.124,0.0832000000000002,0.2072,NA,0.1,1
"5511",5511,"t_714_fruitfly","classif.J48",NA,NA,1,0.571620046620047,0.515357142857143,0.149799914080067,0.1299,0.092,0.2219,NA,0.1,2
"5512",5512,"t_714_fruitfly","classif.J48",NA,NA,1,0.623251748251748,0.459285714285714,0.261523190200054,0.1235,0.0725999999999999,0.1961,NA,0.1,4
"5513",5513,"t_714_fruitfly","classif.J48",NA,NA,1,0.591666666666667,0.495535714285714,0.204698833325063,0.1359,0.0850999999999999,0.221,NA,0.1,8
"5514",5514,"t_714_fruitfly","classif.J48",NA,NA,1,0.590384615384615,0.492678571428571,0.196741087497493,0.1286,0.0802999999999998,0.2089,NA,0.1,16
"5515",5515,"t_714_fruitfly","classif.J48",NA,NA,1,0.572610722610723,0.509642857142857,0.229429362707694,0.1241,0.0829000000000001,0.207,NA,0.1,32
"5516",5516,"t_714_fruitfly","classif.J48",NA,NA,1,0.537820512820513,0.524464285714286,0.33210581665468,0.1228,0.0891999999999999,0.212,NA,0.1,64
"5517",5517,"t_714_fruitfly","classif.J48",NA,NA,1,0.623717948717949,0.457321428571429,0.324193230053683,0.1212,0.0874,0.2086,NA,0.15,1
"5518",5518,"t_714_fruitfly","classif.J48",NA,NA,1,0.593123543123543,0.505,0.08345119301207,0.1214,0.0838999999999999,0.2053,NA,0.15,2
"5519",5519,"t_714_fruitfly","classif.J48",NA,NA,1,0.571153846153846,0.504285714285714,0.214211471070914,0.122,0.0876999999999999,0.2097,NA,0.15,4
"5520",5520,"t_714_fruitfly","classif.J48",NA,NA,1,0.584615384615385,0.508392857142857,0.0994936153005124,0.1222,0.0777000000000001,0.1999,NA,0.15,8
"5521",5521,"t_714_fruitfly","classif.J48",NA,NA,1,0.582692307692308,0.5,0.211419161135848,0.136,0.0901000000000001,0.2261,NA,0.15,16
"5522",5522,"t_714_fruitfly","classif.J48",NA,NA,1,0.544230769230769,0.542321428571429,0.128172552562066,0.1222,0.0757000000000001,0.1979,NA,0.15,32
"5523",5523,"t_714_fruitfly","classif.J48",NA,NA,1,0.593589743589744,0.481071428571429,0.298626910493349,0.1186,0.0724000000000001,0.191,NA,0.15,64
"5524",5524,"t_714_fruitfly","classif.J48",NA,NA,1,0.567948717948718,0.525535714285714,0.0534522483824849,0.1204,0.0770999999999999,0.1975,NA,0.2,1
"5525",5525,"t_714_fruitfly","classif.J48",NA,NA,1,0.558275058275058,0.525357142857143,0.162651573873534,0.1219,0.0861000000000003,0.208,NA,0.2,2
"5526",5526,"t_714_fruitfly","classif.J48",NA,NA,1,0.591841491841492,0.488928571428571,0.255695621605135,0.1293,0.0838999999999999,0.2132,NA,0.2,4
"5527",5527,"t_714_fruitfly","classif.J48",NA,NA,1,0.630769230769231,0.457678571428571,0.250412846818195,0.1255,0.0891000000000001,0.2146,NA,0.2,8
"5528",5528,"t_714_fruitfly","classif.J48",NA,NA,1,0.61474358974359,0.468571428571429,0.246807691908569,0.1264,0.0887,0.2151,NA,0.2,16
"5529",5529,"t_714_fruitfly","classif.J48",NA,NA,1,0.55448717948718,0.522142857142857,0.16939132526424,0.1225,0.0869999999999999,0.2095,NA,0.2,32
"5530",5530,"t_714_fruitfly","classif.J48",NA,NA,1,0.605769230769231,0.481071428571429,0.207460528053876,0.1201,0.0815,0.2016,NA,0.2,64
"5531",5531,"t_714_fruitfly","classif.J48",NA,NA,1,0.519871794871795,0.560892857142857,0.137081534116048,0.127,0.082,0.209,NA,0.25,1
"5532",5532,"t_714_fruitfly","classif.J48",NA,NA,1,0.607051282051282,0.467321428571429,0.304866570851076,0.1204,0.083,0.2034,NA,0.25,2
"5533",5533,"t_714_fruitfly","classif.J48",NA,NA,1,0.608974358974359,0.485,0.178885438199983,0.1312,0.0974,0.2286,NA,0.25,4
"5534",5534,"t_714_fruitfly","classif.J48",NA,NA,1,0.574358974358974,0.508035714285714,0.177958294437241,0.1277,0.0871999999999999,0.2149,NA,0.25,8
"5535",5535,"t_714_fruitfly","classif.J48",NA,NA,1,0.592307692307692,0.493571428571429,0.218915146414536,0.1237,0.0933999999999999,0.2171,NA,0.25,16
"5536",5536,"t_714_fruitfly","classif.J48",NA,NA,1,0.545687645687646,0.550892857142857,0,0.125,0.0896000000000002,0.2146,NA,0.25,32
"5537",5537,"t_714_fruitfly","classif.J48",NA,NA,1,0.583391608391608,0.505714285714286,0.137113894679452,0.1303,0.1021,0.2324,NA,0.25,64
"5538",5538,"t_714_fruitfly","classif.J48",NA,NA,1,0.569230769230769,0.506785714285714,0.233958855990315,0.1306,0.1039,0.2345,NA,0.3,1
"5539",5539,"t_714_fruitfly","classif.J48",NA,NA,1,0.566666666666667,0.523571428571429,0.107966912753363,0.1231,0.0827,0.2058,NA,0.3,2
"5540",5540,"t_714_fruitfly","classif.J48",NA,NA,1,0.614102564102564,0.463928571428571,0.262370028836675,0.1359,0.0797999999999999,0.2157,NA,0.3,4
"5541",5541,"t_714_fruitfly","classif.J48",NA,NA,1,0.616317016317016,0.464821428571429,0.340609868310775,0.1353,0.0805000000000002,0.2158,NA,0.3,8
"5542",5542,"t_714_fruitfly","classif.J48",NA,NA,1,0.574358974358974,0.520178571428571,0.0785275297391365,0.1306,0.0867999999999999,0.2174,NA,0.3,16
"5543",5543,"t_714_fruitfly","classif.J48",NA,NA,1,0.569405594405594,0.506785714285714,0.246531834651766,0.134,0.0874000000000001,0.2214,NA,0.3,32
"5544",5544,"t_714_fruitfly","classif.J48",NA,NA,1,0.607692307692308,0.489642857142857,0.127958294437241,0.1324,0.0869999999999997,0.2194,NA,0.3,64
"5545",5545,"t_715_fri_c3_1000_25","classif.JRip",1,1,1,0.867102510251025,0.136432178932179,0.862040848132829,0.3064,0.0687999999999999,0.3752,NA,NA,NA
"5546",5546,"t_715_fri_c3_1000_25","classif.JRip",2,1,1,0.87809300930093,0.125916305916306,0.872542009752699,0.2902,0.0618,0.352,NA,NA,NA
"5547",5547,"t_715_fri_c3_1000_25","classif.JRip",3,1,1,0.875915191519152,0.128252164502165,0.87070499187677,0.2974,0.0612,0.3586,NA,NA,NA
"5548",5548,"t_715_fri_c3_1000_25","classif.JRip",4,1,1,0.88605400540054,0.116246392496393,0.882826898585524,0.289,0.0624000000000001,0.3514,NA,NA,NA
"5549",5549,"t_715_fri_c3_1000_25","classif.JRip",5,1,1,0.893013801380138,0.108484848484848,0.890874135194294,0.2645,0.0668999999999998,0.3314,NA,NA,NA
"5550",5550,"t_715_fri_c3_1000_25","classif.JRip",1,2,1,0.883893389338934,0.11886544011544,0.879023542630728,0.2946,0.0689000000000003,0.3635,NA,NA,NA
"5551",5551,"t_715_fri_c3_1000_25","classif.JRip",2,2,1,0.870015201520152,0.132637085137085,0.866509331485661,0.3765,0.1038,0.480300000000001,NA,NA,NA
"5552",5552,"t_715_fri_c3_1000_25","classif.JRip",3,2,1,0.87389198919892,0.128717532467532,0.870527562037443,0.3746,0.0830000000000001,0.4576,NA,NA,NA
"5553",5553,"t_715_fri_c3_1000_25","classif.JRip",4,2,1,0.879925492549255,0.123086219336219,0.875534772893228,0.3718,0.0898999999999996,0.4617,NA,NA,NA
"5554",5554,"t_715_fri_c3_1000_25","classif.JRip",5,2,1,0.876921892189219,0.126865079365079,0.871600766355997,0.3717,0.089,0.4607,NA,NA,NA
"5555",5555,"t_715_fri_c3_1000_25","classif.JRip",1,3,1,0.862948094809481,0.137031024531025,0.860544338691237,0.3739,0.0905000000000001,0.4644,NA,NA,NA
"5556",5556,"t_715_fri_c3_1000_25","classif.JRip",2,3,1,0.868091409140914,0.13586038961039,0.861812966258972,0.4069,0.0923999999999998,0.4993,NA,NA,NA
"5557",5557,"t_715_fri_c3_1000_25","classif.JRip",3,3,1,0.885163316331633,0.117314213564214,0.881660362292776,0.3563,0.0914,0.4477,NA,NA,NA
"5558",5558,"t_715_fri_c3_1000_25","classif.JRip",4,3,1,0.87597199719972,0.125624098124098,0.873786909436348,0.3723,0.0880999999999997,0.4604,NA,NA,NA
"5559",5559,"t_715_fri_c3_1000_25","classif.JRip",5,3,1,0.880957595759576,0.123798701298701,0.874584661278469,0.3837,0.0913000000000002,0.475,NA,NA,NA
"5560",5560,"t_715_fri_c3_1000_25","classif.JRip",1,4,1,0.873074807480748,0.129852092352092,0.869404752204195,0.3786,0.0860000000000001,0.4646,NA,NA,NA
"5561",5561,"t_715_fri_c3_1000_25","classif.JRip",2,4,1,0.867027702770277,0.136026334776335,0.863245312472021,0.3874,0.0857000000000002,0.4731,NA,NA,NA
"5562",5562,"t_715_fri_c3_1000_25","classif.JRip",3,4,1,0.868052805280528,0.134390331890332,0.864829279252996,0.3796,0.086,0.4656,NA,NA,NA
"5563",5563,"t_715_fri_c3_1000_25","classif.JRip",4,4,1,0.870967096709671,0.130999278499279,0.867948142631268,0.3673,0.0937000000000004,0.461,NA,NA,NA
"5564",5564,"t_715_fri_c3_1000_25","classif.JRip",5,4,1,0.891893389338934,0.110523088023088,0.888971780474917,0.3551,0.0973999999999998,0.4525,NA,NA,NA
"5565",5565,"t_715_fri_c3_1000_25","classif.JRip",1,5,1,0.868007300730073,0.134047619047619,0.865244850501323,0.3611,0.0898,0.4509,NA,NA,NA
"5566",5566,"t_715_fri_c3_1000_25","classif.JRip",2,5,1,0.872042904290429,0.129406565656566,0.868621512072989,0.404,0.0894000000000004,0.4934,NA,NA,NA
"5567",5567,"t_715_fri_c3_1000_25","classif.JRip",3,5,1,0.87301500150015,0.129016955266955,0.870547511529917,0.379,0.0990999999999999,0.4781,NA,NA,NA
"5568",5568,"t_715_fri_c3_1000_25","classif.JRip",4,5,1,0.879965096509651,0.123632756132756,0.87533808787208,0.3938,0.0868,0.4806,NA,NA,NA
"5569",5569,"t_715_fri_c3_1000_25","classif.JRip",5,5,1,0.889025302530253,0.113042929292929,0.886115102288931,0.1878,0.0404000000000001,0.2282,NA,NA,NA
"5570",5570,"t_715_fri_c3_1000_25","classif.bayesNet",NA,NA,1,0.84303300330033,0.161527777777778,0.836447299543358,0.0943999999999999,0.0518000000000001,0.1462,"weka.classifiers.bayes.net.search.local.K2",NA,NA
"5571",5571,"t_715_fri_c3_1000_25","classif.bayesNet",NA,NA,1,0.853037203720372,0.151397907647908,0.847058592492588,0.0962000000000001,0.0524,0.1486,"weka.classifiers.bayes.net.search.local.HillClimber",NA,NA
"5572",5572,"t_715_fri_c3_1000_25","classif.bayesNet",NA,NA,1,0.846954195419542,0.158326118326118,0.839805499775581,0.0975000000000001,0.0519,0.1494,"weka.classifiers.bayes.net.search.local.LAGDHillClimber",NA,NA
"5573",5573,"t_715_fri_c3_1000_25","classif.bayesNet",NA,NA,1,0.835044104410441,0.169332611832612,0.828815896423542,0.239,0.1221,0.3611,"weka.classifiers.bayes.net.search.local.SimulatedAnnealing",NA,NA
"5574",5574,"t_715_fri_c3_1000_25","classif.bayesNet",NA,NA,1,0.848993199319932,0.155853174603175,0.84255335469565,0.259,0.1346,0.3936,"weka.classifiers.bayes.net.search.local.TabuSearch",NA,NA
"5575",5575,"t_715_fri_c3_1000_25","classif.bayesNet",NA,NA,1,0.844910791079108,0.159953102453102,0.837801253051669,0.2231,0.1411,0.3642,"weka.classifiers.bayes.net.search.local.TAN",NA,NA
"5576",5576,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.863021902190219,0.138683261183261,0.860384200347711,0.2581,0.1248,0.3829,NA,0.1,1
"5577",5577,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.883022102210221,0.119366883116883,0.880043550511347,0.2465,0.1321,0.3786,NA,0.1,2
"5578",5578,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.870012401240124,0.130055916305916,0.868881437129829,0.243,0.133,0.376,NA,0.1,4
"5579",5579,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.872965096509651,0.127794011544012,0.869881685661708,0.263,0.1246,0.3876,NA,0.1,8
"5580",5580,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.861042104210421,0.141670274170274,0.856228554352277,0.2621,0.1181,0.3802,NA,0.1,16
"5581",5581,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.864144914491449,0.136271645021645,0.863200360889864,0.2768,0.1255,0.4023,NA,0.1,32
"5582",5582,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.865984498449845,0.135836940836941,0.863539233566044,0.2721,0.1224,0.3945,NA,0.1,64
"5583",5583,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.854953795379538,0.14669733044733,0.851637852734167,0.2772,0.1273,0.4045,NA,0.15,1
"5584",5584,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.884944894489449,0.117350288600289,0.8815164600779,0.2584,0.1351,0.3935,NA,0.15,2
"5585",5585,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.870111611161116,0.13017316017316,0.868995757243622,0.2548,0.1447,0.3995,NA,0.15,4
"5586",5586,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.86905500550055,0.133001443001443,0.865707329490207,0.2573,0.1448,0.4021,NA,0.15,8
"5587",5587,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.854931393139314,0.144958513708514,0.854814478369381,0.2651,0.1161,0.3812,NA,0.15,16
"5588",5588,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.860944294429443,0.141957070707071,0.855873881742989,0.2482,0.1165,0.3647,NA,0.15,32
"5589",5589,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.854024502450245,0.147505411255411,0.850818666011867,0.2691,0.1248,0.3939,NA,0.15,64
"5590",5590,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.872124912491249,0.128892496392496,0.870030509095509,0.2498,0.1028,0.3526,NA,0.2,1
"5591",5591,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.878007300730073,0.122922077922078,0.876625882922676,0.269,0.1475,0.4165,NA,0.2,2
"5592",5592,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.858966296629663,0.143510101010101,0.855941692260259,0.2766,0.1401,0.4167,NA,0.2,4
"5593",5593,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.864063506350635,0.1372113997114,0.862090895787713,0.254,0.1255,0.3795,NA,0.2,8
"5594",5594,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.87493299329933,0.127591991341991,0.871606218033066,0.2827,0.1277,0.410399999999999,NA,0.2,16
"5595",5595,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.872044304430443,0.128479437229437,0.87129432422159,0.2393,0.1042,0.3435,NA,0.2,32
"5596",5596,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.877114811481148,0.123187229437229,0.87604330445758,0.2809,0.1412,0.4221,NA,0.2,64
"5597",5597,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.862957595759576,0.137900432900433,0.86138838267341,0.2854,0.1204,0.4058,NA,0.25,1
"5598",5598,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.872997599759976,0.129442640692641,0.869235980354586,0.2692,0.1301,0.399299999999999,NA,0.25,2
"5599",5599,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.866025502550255,0.135782828282828,0.863589419237072,0.2803,0.1298,0.4101,NA,0.25,4
"5600",5600,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.877067506750675,0.125955988455988,0.873076253651319,0.2956,0.1462,0.4418,NA,0.25,8
"5601",5601,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.881015401540154,0.121226551226551,0.87807895595008,0.3017,0.1253,0.427,NA,0.25,16
"5602",5602,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.871034203420342,0.129071067821068,0.870108728362463,0.2866,0.1361,0.422700000000001,NA,0.25,32
"5603",5603,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.870975397539754,0.130584415584416,0.868591158310509,0.2594,0.1398,0.3992,NA,0.25,64
"5604",5604,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.867954195419542,0.133594877344877,0.865871494021936,0.2819,0.1189,0.4008,NA,0.3,1
"5605",5605,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.873012401240124,0.128780663780664,0.870745015345649,0.2741,0.1209,0.395,NA,0.3,2
"5606",5606,"t_715_fri_c3_1000_25","classif.J48",NA,NA,1,0.859942694269427,0.140110028860029,0.859282453014538,0.2906,0.1388,0.429399999999999,NA,0.3,4
